UID          PID    PPID  C STIME TTY          TIME CMD
rvasquez    2994    2432  0 dic28 ?        00:00:01 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=2453 --enable-crash-reporter=a2a1b726-6be8-4de5-a8d2-2027f560874d,no_channel --user-data-dir=/home/rvasquez/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15393575995941129409,17878687486512565012,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
rvasquez    3020    2618  0 dic28 ?        00:00:02 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/css-language-features/server/dist/node/cssServerMain --node-ipc --clientProcessId=2618
rvasquez    3021    2618  0 dic28 ?        00:00:03 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/html-language-features/server/dist/node/htmlServerMain --node-ipc --clientProcessId=2618
rvasquez    3040    2993  0 dic28 ?        00:00:01 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/typingsInstaller.js --globalTypingsCacheLocation /home/rvasquez/.cache/typescript/5.9 --enableTelemetry --typesMapLocation /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/typesMap.json --validateDefaultNpmLocation
rvasquez    4136    1262  0 dic28 ?        00:00:00 /usr/libexec/baloorunner
rvasquez    4515    2853  0 dic28 pts/1    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
rvasquez    4516    4515  0 dic28 pts/1    00:00:00 /usr/libexec/pk-command-not-found composer require tymon/jwt-auth
rvasquez    4569    2618  0 dic28 ?        00:00:02 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=2618
rvasquez    4578    2618  0 dic28 ?        00:00:14 /home/rvasquez/.antigravity/extensions/devsense.intelli-php-vscode-0.12.17700-linux-x64/out/server/intelliphp.ls
rvasquez    4621    2618  0 dic28 ?        00:00:45 /home/rvasquez/.antigravity/extensions/devsense.phptools-vscode-1.63.18172-linux-x64/out/server/devsense.php.ls --vscode
rvasquez    9519    2835  0 dic28 pts/2    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
rvasquez   18518    2835  0 dic28 pts/3    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
rvasquez   18671    9519  0 dic28 pts/2    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
rvasquez   18672   18671  0 dic28 pts/2    00:00:00 /usr/libexec/pk-command-not-found php artisan jwt:secret
rvasquez   18777    2835  0 dic28 pts/4    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root       22563       1  0 dic28 ?        00:00:37 /usr/libexec/snapd/snapd
root       24025       2  0 dic28 ?        00:00:00 [psimon]
rvasquez   24937    1574  0 dic28 ?        00:00:05 /usr/bin/maliit-keyboard
colord     26778       1  0 dic28 ?        00:00:00 /usr/libexec/colord
root       27667       2  0 dic28 ?        00:00:11 [kworker/6:2-mm_percpu_wq]
root       27936       2  0 00:00 ?        00:00:00 [kworker/2:2-events]
root       28074       2  0 00:18 ?        00:00:02 [kworker/u32:7-btrfs-endio-write]
root       28171       2  0 00:23 ?        00:00:00 [kworker/1:1-events]
root       28702       2  0 00:28 ?        00:00:03 [kworker/u33:0-i915_flip]
root       28841       2  0 00:31 ?        00:00:00 [kworker/4:0-events]
root       28965       2  0 00:32 ?        00:00:01 [kworker/u32:16-btrfs-endio]
root       28971       2  0 00:32 ?        00:00:01 [kworker/3:0-events]
root       28977       2  0 00:32 ?        00:00:01 [kworker/u32:27-btrfs-endio-write]
root       28984       2  0 00:32 ?        00:00:00 [kworker/u32:34-btrfs-endio]
root       28986       2  0 00:32 ?        00:00:01 [kworker/u32:36-btrfs-endio-write]
root       29202       2  0 00:37 ?        00:00:00 [irq/133-mei_me]
rvasquez   29340    2835  0 00:38 pts/5    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
rvasquez   29614   29340  0 00:41 pts/5    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
rvasquez   29615   29614  0 00:41 pts/5    00:00:00 /usr/libexec/pk-command-not-found php artisan migrate
rvasquez   29654    2835  0 00:41 pts/6    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
rvasquez   29921   29654  0 00:46 pts/6    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
rvasquez   29922   29921  0 00:46 pts/6    00:00:00 /usr/libexec/pk-command-not-found php -l backend/app/Http/Middleware/TenantMiddleware.php
rvasquez   29963    2835  0 00:46 pts/7    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root       30086       2  0 00:46 ?        00:00:00 [kworker/5:1-mm_percpu_wq]
root       30089       2  0 00:47 ?        00:00:01 [kworker/0:0-i915-unordered]
root       30102       2  0 00:48 ?        00:00:01 [kworker/u33:2-rtw_tx_wq]
rvasquez   30103    2835  0 00:48 pts/8    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root       30245       2  0 00:51 ?        00:00:01 [kworker/7:1-i915-unordered]
root       30272       2  0 00:51 ?        00:00:01 [kworker/u32:1-btrfs-endio-write]
root       30662       2  0 00:51 ?        00:00:00 [kworker/6:0-cgroup_free]
root       30718       2  0 00:52 ?        00:00:00 [kworker/u32:3-btrfs-endio-write]
root       30737       2  0 00:52 ?        00:00:00 [kworker/u32:5-btrfs-endio-write]
root       31098       2  0 00:58 ?        00:00:00 [kworker/3:2-events]
root       31108       2  0 00:58 ?        00:00:00 [kworker/0:2-events_power_efficient]
root       31249       2  0 01:01 ?        00:00:00 [kworker/2:0-events]
root       31275       2  0 01:01 ?        00:00:00 [kworker/5:2-events]
root       31334       2  0 01:03 ?        00:00:00 [kworker/1:0-mm_percpu_wq]
root       31366       2  0 01:03 ?        00:00:00 [kworker/7:2-events]
root       31367       2  0 01:04 ?        00:00:00 [kworker/0:1-i915-unordered]
root       31372       2  0 01:05 ?        00:00:00 [kworker/u32:4-btrfs-endio-write]
root       31374       2  0 01:05 ?        00:00:00 [kworker/4:2-events]
root       31407       1  1 01:06 ?        00:00:04 /usr/libexec/packagekitd
root       31451       2  0 01:07 ?        00:00:00 [kworker/2:1-events]
root       31843       2  0 01:07 ?        00:00:00 [kworker/3:1-events]
root       31846     577  0 01:08 ?        00:00:00 systemd-userwork: waiting...
root       31847     577  0 01:08 ?        00:00:00 systemd-userwork: waiting...
root       31848     577  0 01:08 ?        00:00:00 systemd-userwork: waiting...
root       31878       2  0 01:08 ?        00:00:00 [kworker/5:0-events]
root       31879       2  0 01:09 ?        00:00:00 [kworker/1:2-events]
rvasquez   31886   30103  0 01:09 pts/8    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
rvasquez   31887   31886  0 01:09 pts/8    00:00:00 /usr/libexec/pk-command-not-found composer install --no-interaction -v
rvasquez   31927    2835  0 01:09 pts/9    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root       32015       2  0 01:09 ?        00:00:00 [kworker/u33:1]
root       32098       2  0 01:10 ?        00:00:00 [kworker/7:0-i915-unordered]
rvasquez   32140   31927  0 01:10 pts/9    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
rvasquez   32141   32140  0 01:10 pts/9    00:00:00 /usr/libexec/pk-command-not-found composer install --no-interaction
rvasquez   32158    1262  0 01:10 ?        00:00:00 /usr/libexec/kf6/kioworker /usr/lib64/qt6/plugins/kf6/kio/tags.so tags  local:/run/user/1000/plasmashellmnRBpu.73.kioworker.socket
rvasquez   32159    1262  0 01:10 ?        00:00:00 /usr/libexec/kf6/kioworker /usr/lib64/qt6/plugins/kf6/kio/tags.so tags  local:/run/user/1000/plasmashellYNAXTN.72.kioworker.socket
rvasquez   32160    1262  0 01:10 ?        00:00:00 /usr/libexec/kf6/kioworker /usr/lib64/qt6/plugins/kf6/kio/tags.so tags  local:/run/user/1000/kded6ufJiKs.6.kioworker.socket
rvasquez   32206    2835  0 01:11 pts/10   00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
rvasquez   32531   32206  0 01:12 pts/10   00:00:00 ps -ef
